nazev	obalky,N,9,0	platne_hla,N,19,11	platne_hlasy	KSCM,N,9,0	CSSD,N,9,0	Koal_TOP09,N,9,0	KDU_CSL,N,9,0	Pirati,N,9,0	ANO_2011,N,9,0	ODS,N,9,0	SZ,N,9,0	Svobodni,N,9,0	Usvit,N,9,0	Ostatni	M,N,9,0	VIZE,N,9,0	CSR,N,9,0	Koal__SP_a,N,9,0	RDS,N,9,0	KSC,N,9,0	PB,N,9,0	ABS,N,9,0	Koal_DSSS_,N,9,0	KAN,N,9,0	HSS,N,9,0	Republika,N,9,0	CS,N,9,0	KC,N,9,0	ANEO,N,9,0	CSNS,N,9,0	O_K_strana,N,9,0	VV,N,9,0	OBC_2011,N,9,0	ND,N,9,0	SRP,N,9,0	Rozumni,N,9,0	HNPD,N,9,0	LES,N,9,0	RSCMS,N,9,0	evropani,N,9,0	SNK_ED,N,9,0	LEV_21,N,9,0	ucast_prc,N,19,11	mimo_byty_,N,19,11	verici_prc,N,19,11	vek_prumer,N,19,11	vek_prum_1,N,19,11	vdani_prc,N,19,11	vzdelani_z,N,19,11	vzdelani_s,N,19,11	vzdelani_m,N,19,11	vzdelani_v,N,19,11	prace_stud,N,19,11	nezamestna,N,19,11	studenti_p,N,19,11	mira_nez_1,N,19,11	zamestna_1,N,19,11	podnikatel,N,19,11	osvc_prc,N,19,11
Slopné	140	99,29000000000	139	6	9	19	76	3	13	3	1	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	30,04000000000	0,51600000000	56,11000000000	40,18500000000	37,48600000000	47,16000000000	0,00000000000	30,12000000000	20,13800000000	7,22900000000	0,68800000000	1,03300000000	18,07200000000	3,95900000000	80,86956521740	3,91304347826	15,21739130430
Slušovice	323	98,45000000000	318	9	30	43	98	8	47	12	15	22	12	22	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	1	1	4	0	2	0	3	0	0	3	1	13,62000000000	0,34200000000	31,94300000000	38,07800000000	36,85800000000	43,87800000000	0,13700000000	29,65100000000	23,97400000000	10,02100000000	0,78700000000	0,75200000000	16,92900000000	4,92500000000	80,11363636360	6,39204545455	13,49431818180
Spytihněv	209	100,00000000000	209	22	24	18	68	7	27	9	7	2	10	15	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	14,97000000000	0,24200000000	27,00900000000	40,79800000000	39,62000000000	47,31100000000	0,36300000000	37,03900000000	19,69800000000	5,37800000000	0,90600000000	0,78500000000	15,34700000000	4,35000000000	88,23529411760	3,92156862745	7,84313725490
Šanov	33	96,97000000000	32	6	5	1	6	0	5	3	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	8,51000000000	0,00000000000	40,38100000000	41,27300000000	39,36200000000	48,83700000000	0,21100000000	39,53500000000	15,85600000000	3,38300000000	0,63400000000	0,84600000000	13,10800000000	5,07400000000	86,33879781420	2,18579234973	11,47540983610
Šarovy	37	97,30000000000	36	4	4	0	4	4	9	1	1	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	18,14000000000	0,00000000000	26,20100000000	41,90600000000	42,24000000000	47,59800000000	0,00000000000	29,25800000000	24,45400000000	7,86000000000	1,31000000000	0,43700000000	15,28400000000	3,49300000000	81,37254901960	5,88235294118	12,74509803920
Štítná nad Vláří-Popov	249	100,00000000000	249	6	36	11	120	6	25	13	12	6	3	11	3	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	13,87000000000	0,31600000000	55,81600000000	41,12000000000	39,97600000000	49,54900000000	0,27100000000	34,13000000000	17,76400000000	7,12400000000	0,36100000000	0,72100000000	17,89900000000	4,59900000000	82,53223915590	3,16529894490	14,30246189920
Tlumačov	256	99,22000000000	254	26	47	18	40	15	42	10	2	8	15	31	4	0	0	3	0	1	0	0	0	0	1	0	2	6	1	0	0	1	0	4	0	5	0	0	0	0	0	3	12,59000000000	0,20500000000	19,76200000000	40,79400000000	39,23200000000	44,00200000000	0,24700000000	34,51100000000	21,36400000000	5,87500000000	0,69800000000	0,65700000000	15,73500000000	5,09400000000	86,53266331660	2,61306532663	10,85427135680
Trnava	153	100,00000000000	153	12	18	3	59	5	20	2	1	14	9	10	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	15,97000000000	0,44500000000	40,48000000000	41,11200000000	39,25900000000	47,42000000000	0,35600000000	34,96400000000	17,43800000000	4,09300000000	0,62300000000	1,42300000000	13,79000000000	4,35900000000	78,75288683600	2,77136258661	18,47575057740
Ublo	36	97,22000000000	35	7	4	5	1	3	4	1	4	3	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16,00000000000	1,11500000000	26,39400000000	41,01700000000	38,23900000000	38,29000000000	0,00000000000	31,22700000000	22,30500000000	8,92200000000	1,48700000000	1,11500000000	14,12600000000	4,83300000000	76,37795275590	4,72440944882	18,89763779530
Újezd	152	99,34000000000	150	6	19	45	47	4	10	6	1	4	1	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	15,20000000000	0,43500000000	44,69600000000	39,22600000000	38,16100000000	47,39100000000	0,08700000000	33,82600000000	19,30400000000	6,69600000000	0,34800000000	0,95700000000	17,73900000000	3,91300000000	85,71428571430	2,61569416499	11,67002012070
Valašské Klobouky	836	99,64000000000	831	63	120	86	292	27	95	56	14	24	18	36	7	0	0	0	0	1	5	0	4	0	0	0	1	1	1	0	0	2	0	2	0	6	0	1	1	0	3	1	20,19000000000	0,20400000000	51,61900000000	40,07300000000	37,83100000000	44,85800000000	0,10200000000	29,89200000000	22,88700000000	9,67200000000	0,73300000000	0,99800000000	18,42800000000	5,64000000000	79,50152594100	4,78128179044	15,71719226860
Velký Ořechov	106	94,34000000000	100	10	7	7	38	1	20	1	0	3	6	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	17,12000000000	0,26800000000	42,62700000000	39,08700000000	37,87400000000	46,38100000000	0,40200000000	32,17200000000	17,82800000000	9,65100000000	0,40200000000	0,13400000000	19,16900000000	3,08300000000	83,61204013380	2,00668896321	14,38127090300
Veselá	116	99,14000000000	115	5	22	15	22	4	21	6	3	6	5	6	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18,10000000000	0,62500000000	37,25000000000	38,50500000000	36,86700000000	46,62500000000	0,50000000000	30,62500000000	20,87500000000	7,87500000000	1,50000000000	0,75000000000	16,00000000000	4,25000000000	75,92067988670	4,81586402266	19,26345609070
Vizovice	708	99,58000000000	705	31	71	120	178	34	92	37	12	57	23	50	2	1	0	0	0	2	7	0	3	0	4	1	2	0	0	0	0	2	1	2	0	19	0	1	0	0	2	1	18,56000000000	1,26300000000	25,95800000000	39,62500000000	38,58700000000	44,08300000000	0,23500000000	28,35400000000	24,18100000000	11,49200000000	0,77000000000	0,70600000000	15,90000000000	4,47300000000	80,79727758870	5,20175012154	14,00097228970
Vlachovice	191	99,48000000000	190	15	21	43	64	3	12	2	6	2	6	16	2	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	15,69000000000	0,69500000000	47,95000000000	40,57200000000	38,93900000000	48,15800000000	0,76400000000	33,77300000000	20,57000000000	5,76800000000	0,97300000000	0,62500000000	16,95600000000	4,72600000000	79,54144620810	4,05643738977	16,40211640210
Vlčková	40	100,00000000000	40	2	7	2	6	0	5	3	0	1	8	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	12,54000000000	0,26000000000	37,50000000000	40,81300000000	38,29400000000	44,27100000000	0,52100000000	39,32300000000	17,96900000000	3,90600000000	0,26000000000	0,52100000000	13,54200000000	4,42700000000	78,48837209300	1,16279069767	20,34883720930
Všemina	152	99,34000000000	151	5	12	9	75	2	26	3	4	3	5	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	16,45000000000	1,08400000000	54,56200000000	39,44000000000	38,10700000000	47,51600000000	0,36100000000	36,22400000000	15,98900000000	5,96200000000	0,81300000000	0,45200000000	15,44700000000	3,97500000000	80,66528066530	2,28690228690	17,04781704780
Vysoké Pole	101	99,01000000000	100	4	9	39	22	3	7	0	0	9	0	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	15,01000000000	0,25600000000	50,00000000000	37,65700000000	36,19400000000	46,15400000000	0,51300000000	36,79500000000	16,53800000000	2,94900000000	0,51300000000	0,51300000000	17,56400000000	3,84600000000	85,39682539680	0,63492063492	13,96825396830
Zádveřice-Raková	155	99,35000000000	154	11	22	26	14	2	29	10	5	7	7	21	0	0	0	0	1	0	1	0	0	1	1	0	2	0	0	0	1	4	0	1	0	8	0	0	0	0	1	0	13,32000000000	1,94700000000	30,64200000000	40,08200000000	39,54700000000	46,50300000000	0,28800000000	32,44400000000	20,33200000000	8,65200000000	0,43300000000	0,43300000000	17,08700000000	4,54200000000	82,01680672270	4,03361344538	13,94957983190
Závist	22	100,00000000000	22	0	5	1	3	4	5	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20,75000000000	1,40800000000	21,83100000000	40,70400000000	40,41800000000	47,18300000000	0,70400000000	46,47900000000	13,38000000000	4,93000000000	1,40800000000	1,40800000000	19,01400000000	6,33800000000	74,54545454550	1,81818181818	23,63636363640
Žlutava	141	100,00000000000	141	25	19	7	19	9	22	22	4	3	2	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	1	0	0	15,91000000000	0,89800000000	19,83800000000	38,74300000000	38,65000000000	49,10200000000	0,00000000000	31,23900000000	22,17200000000	6,28400000000	0,35900000000	0,35900000000	18,58200000000	2,69300000000	83,33333333330	3,90946502058	12,75720164610
Hodonín	2917	99,49000000000	2899	518	491	266	310	114	396	194	69	172	113	256	71	6	3	4	1	13	15	0	19	5	2	29	0	0	3	1	3	3	1	12	1	36	1	9	1	1	6	10	13,85000000000	0,87300000000	14,45900000000	41,71900000000	39,97500000000	40,35900000000	0,33700000000	29,83100000000	24,20600000000	9,37500000000	0,52100000000	1,31400000000	13,09200000000	8,08900000000	84,58865610630	3,74041900869	11,67092488500
Archlebov	100	100,00000000000	100	6	13	9	45	4	10	2	1	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	13,21000000000	0,23500000000	37,41200000000	43,96100000000	42,16800000000	46,23500000000	0,47100000000	38,82400000000	19,52900000000	5,29400000000	0,47100000000	0,70600000000	13,05900000000	4,94100000000	82,53521126760	2,53521126761	14,92957746480
Blatnice pod Svatým Antonínkem	352	100,00000000000	352	26	28	25	157	11	38	8	1	20	12	26	7	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	6	0	0	3	0	4	0	0	0	0	1	0	20,17000000000	0,14900000000	55,66000000000	43,29600000000	42,06000000000	48,26200000000	0,09900000000	34,40900000000	23,18800000000	7,99400000000	0,39700000000	0,94300000000	15,49200000000	6,50400000000	77,86357786360	3,34620334620	18,79021879020
Blatnička	76	98,68000000000	75	6	3	11	26	6	5	5	1	0	4	8	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20,54000000000	0,00000000000	52,10300000000	41,37100000000	39,06700000000	45,79400000000	0,46700000000	34,11200000000	21,72900000000	5,14000000000	0,70100000000	0,93500000000	16,58900000000	4,90700000000	78,01047120420	3,14136125654	18,84816753930
Světlá	37	100,00000000000	37	0	7	4	6	3	7	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20,22000000000	0,00000000000	34,23400000000	40,86000000000	39,35300000000	45,49500000000	0,00000000000	33,33300000000	22,07200000000	10,81100000000	0,45000000000	2,25200000000	15,76600000000	9,45900000000	79,76190476190	2,38095238095	17,85714285710
Bukovany	149	100,00000000000	149	28	18	7	44	4	11	16	2	2	3	14	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	4	0	0	0	0	0	0	24,47000000000	0,40500000000	35,54100000000	42,02800000000	40,26600000000	49,73000000000	0,27000000000	39,18900000000	16,89200000000	4,59500000000	0,40500000000	1,48600000000	15,67600000000	6,08100000000	89,89547038330	2,43902439024	7,66550522648
Bzenec	459	99,34000000000	454	49	85	37	56	21	86	33	10	18	28	31	8	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	8	0	2	1	0	6	0	13,09000000000	0,21200000000	29,02800000000	40,99500000000	39,33100000000	45,35400000000	0,25900000000	31,52200000000	23,75900000000	7,92800000000	0,37600000000	0,89400000000	15,62000000000	6,46900000000	83,32387975040	4,53771979580	12,13840045380
Čejč	183	100,00000000000	183	21	25	24	29	10	26	20	2	3	7	16	2	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	17,78000000000	0,24200000000	27,03800000000	40,92600000000	38,68400000000	49,71800000000	0,24200000000	34,06000000000	23,08300000000	6,86000000000	0,32300000000	0,64600000000	14,44700000000	5,56900000000	85,68665377180	4,25531914894	10,05802707930
Čejkovice	297	100,00000000000	297	17	16	39	103	16	41	11	11	10	6	27	9	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	7	0	1	0	0	1	1	14,31000000000	0,16600000000	46,80800000000	41,07700000000	39,00900000000	47,80300000000	0,37300000000	35,90400000000	19,73500000000	5,39000000000	0,45600000000	1,24400000000	15,50600000000	6,05300000000	83,93574297190	2,20883534137	13,85542168670
Čeložnice	56	100,00000000000	56	6	3	4	16	1	11	0	2	6	0	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	16,18000000000	3,14000000000	36,47300000000	45,19100000000	42,01300000000	45,16900000000	0,00000000000	36,23200000000	18,35700000000	4,10600000000	0,72500000000	0,48300000000	13,04300000000	8,69600000000	83,58208955220	2,98507462687	13,43283582090
Dambořice	176	100,00000000000	176	13	24	14	59	0	25	4	3	10	5	19	5	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	1	0	5	0	0	0	0	0	0	16,31000000000	0,30600000000	53,47600000000	38,83600000000	36,78700000000	46,67700000000	0,30600000000	30,55800000000	21,08500000000	5,50000000000	0,61100000000	0,61100000000	15,81400000000	4,27800000000	83,89982110910	1,25223613596	14,84794275490
Dolní Bojanovice	543	99,08000000000	538	15	19	49	316	10	38	15	3	22	15	36	8	1	0	0	3	0	3	1	3	0	0	0	0	0	0	0	1	2	0	7	0	7	0	0	0	0	0	0	23,01000000000	0,87200000000	57,53700000000	39,48000000000	38,01500000000	48,18600000000	0,34900000000	31,75200000000	20,06300000000	4,78000000000	0,62800000000	0,90700000000	15,98000000000	7,43200000000	82,99256505580	3,90334572491	13,10408921930
Domanín	124	100,00000000000	124	18	25	10	41	1	13	1	1	0	0	14	3	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2	15,37000000000	0,10000000000	36,88900000000	39,70500000000	38,32100000000	45,86200000000	0,00000000000	39,28200000000	17,74700000000	5,48400000000	0,59800000000	1,09700000000	15,75300000000	5,98200000000	83,81642512080	1,44927536232	14,73429951690
Dražůvky	35	100,00000000000	35	7	4	2	9	1	4	1	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	15,42000000000	0,38800000000	26,74400000000	41,82400000000	40,31700000000	49,22500000000	0,38800000000	34,10900000000	20,93000000000	5,81400000000	1,16300000000	0,00000000000	18,21700000000	5,03900000000	83,67346938780	4,08163265306	12,24489795920
Dubňany	707	99,01000000000	700	184	113	28	81	27	81	45	16	32	30	63	11	2	0	0	0	9	4	0	7	0	1	0	2	0	1	0	1	1	0	7	0	10	0	1	0	0	1	5	13,21000000000	0,82200000000	17,49400000000	41,49200000000	39,70900000000	45,81200000000	0,35400000000	35,84100000000	18,55700000000	5,65400000000	0,64400000000	1,49800000000	13,59500000000	9,03700000000	83,72911169740	3,95778364116	12,31310466140
Hovorany	377	99,73000000000	376	49	34	18	123	23	43	33	5	7	18	23	4	1	0	0	0	2	2	0	0	0	0	0	2	0	1	0	1	1	0	3	0	4	0	0	0	1	0	1	20,97000000000	0,51500000000	45,34400000000	41,87000000000	39,45200000000	49,46200000000	0,18700000000	34,53400000000	21,24500000000	4,25800000000	0,60800000000	0,74900000000	15,67600000000	6,08300000000	83,19123020710	3,16686967113	13,64190012180
Hroznová Lhota	163	100,00000000000	163	11	15	4	79	1	21	6	2	6	4	14	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	3	1	15,96000000000	0,16300000000	51,26500000000	40,94900000000	38,73400000000	48,57100000000	0,00000000000	34,93900000000	18,36700000000	6,04100000000	0,32700000000	0,73500000000	15,59200000000	5,71400000000	80,04246284500	4,67091295117	15,28662420380
Hrubá Vrbka	101	98,02000000000	99	6	8	18	35	5	12	0	1	0	5	9	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	19,02000000000	0,31900000000	54,95200000000	42,20200000000	42,20600000000	46,48600000000	0,47900000000	30,83100000000	22,36400000000	6,86900000000	0,16000000000	0,63900000000	13,89800000000	6,86900000000	88,01652892560	1,65289256198	10,33057851240
Hýsly	49	95,92000000000	47	7	8	3	5	2	7	5	2	2	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14,94000000000	0,54200000000	26,55800000000	40,11700000000	39,19100000000	40,92100000000	0,27100000000	33,60400000000	18,69900000000	5,14900000000	1,08400000000	0,54200000000	15,17600000000	9,48500000000	84,02777777780	0,00000000000	15,97222222220
Javorník	73	100,00000000000	73	8	19	6	12	3	7	1	2	0	4	11	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12,19000000000	0,72500000000	51,59400000000	40,68600000000	38,77100000000	47,97100000000	0,58000000000	34,49300000000	18,84100000000	6,37700000000	1,01400000000	1,01400000000	17,24600000000	8,84100000000	82,80000000000	5,20000000000	12,00000000000
Ježov	86	100,00000000000	86	3	11	13	11	4	8	7	1	5	3	20	7	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	1	0	0	1	0	14,55000000000	1,72700000000	27,05000000000	42,98500000000	41,00200000000	47,91400000000	0,43200000000	35,82700000000	18,27300000000	8,05800000000	0,71900000000	1,29500000000	13,38100000000	6,47500000000	82,63888888890	3,47222222222	13,88888888890
Josefov	78	97,44000000000	76	3	2	11	28	6	8	3	0	7	1	7	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22,29000000000	0,00000000000	44,52900000000	39,34700000000	36,74900000000	43,51100000000	0,00000000000	30,02500000000	23,41000000000	5,08900000000	0,50900000000	3,05300000000	19,08400000000	8,65100000000	81,25000000000	4,37500000000	14,37500000000
Karlín	35	100,00000000000	35	6	7	0	3	0	9	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	19,89000000000	0,00000000000	25,68100000000	42,59000000000	42,42500000000	42,02300000000	0,00000000000	36,18700000000	17,51000000000	5,44700000000	1,16700000000	0,00000000000	12,84000000000	6,61500000000	86,11111111110	2,77777777778	11,11111111110
Kelčany	33	100,00000000000	33	5	4	2	2	2	4	2	1	1	3	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	16,34000000000	0,00000000000	19,21400000000	41,51700000000	39,51900000000	49,78200000000	0,00000000000	39,30100000000	16,59400000000	2,62000000000	1,31000000000	1,74700000000	16,15700000000	6,55000000000	82,50000000000	0,00000000000	17,50000000000
Kněždub	90	100,00000000000	90	5	7	1	55	1	11	1	1	0	1	7	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9,70000000000	0,44900000000	53,63900000000	41,69400000000	39,88000000000	48,06800000000	0,09000000000	36,20800000000	16,98100000000	4,85200000000	0,53900000000	1,97700000000	15,63300000000	7,63700000000	88,68360277140	1,15473441109	10,16166281760
Kostelec	111	100,00000000000	111	10	4	15	24	2	12	14	1	11	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	16,13000000000	0,82600000000	32,70400000000	38,80100000000	37,21700000000	44,62800000000	0,23600000000	32,70400000000	19,59900000000	8,85500000000	0,11800000000	1,41700000000	16,41100000000	6,73000000000	79,61432506890	4,95867768595	15,42699724520
Kozojídky	118	99,15000000000	117	1	16	5	60	3	14	0	1	1	4	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	6	0	29,43000000000	0,38800000000	68,02300000000	39,57400000000	39,14600000000	50,00000000000	0,00000000000	31,00800000000	20,93000000000	9,49600000000	0,38800000000	0,77500000000	16,66700000000	4,45700000000	83,72093023260	3,25581395349	13,02325581400
Kuželov	98	98,98000000000	97	7	8	10	38	2	12	5	0	7	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	29,25000000000	0,00000000000	42,71400000000	40,89700000000	39,72200000000	46,23100000000	0,50300000000	36,93500000000	18,09000000000	4,27100000000	0,50300000000	1,50800000000	17,58800000000	6,28100000000	84,76821192050	1,98675496689	13,24503311260
Kyjov	1979	99,19000000000	1963	251	297	237	314	90	252	170	41	106	51	154	37	3	2	4	0	12	8	0	6	2	2	2	5	2	2	0	1	9	0	5	0	19	0	20	1	1	7	4	20,93000000000	0,53200000000	22,32600000000	42,95600000000	40,69800000000	43,77900000000	0,26200000000	27,88300000000	23,35500000000	11,92600000000	0,54100000000	0,94200000000	13,68900000000	5,66200000000	81,58187069540	5,04332370584	13,37480559880
Labuty	27	100,00000000000	27	3	6	1	4	0	8	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16,56000000000	0,00000000000	21,92500000000	45,18800000000	43,22200000000	43,85000000000	0,53500000000	42,24600000000	10,16000000000	4,27800000000	0,00000000000	1,60400000000	13,90400000000	10,16000000000	83,58208955220	1,49253731343	14,92537313430
Lipov	230	99,57000000000	229	15	47	18	64	7	18	24	4	11	8	13	4	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	18,47000000000	0,27100000000	59,75600000000	41,08500000000	39,82900000000	45,52800000000	0,33900000000	33,26600000000	21,68000000000	7,79100000000	0,27100000000	0,94900000000	17,95400000000	6,50400000000	80,33613445380	4,53781512605	15,12605042020
Louka	138	100,00000000000	138	10	23	5	53	2	21	7	2	3	1	11	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	16,75000000000	0,62000000000	50,46500000000	42,26900000000	40,22900000000	49,01800000000	0,51700000000	34,33300000000	21,40600000000	5,37700000000	0,51700000000	0,72400000000	15,40800000000	5,06700000000	83,19783197830	4,33604336043	12,46612466120
Lovčice	142	99,30000000000	141	12	50	14	21	6	11	11	1	2	3	10	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	21,71000000000	0,51000000000	41,40100000000	41,35100000000	39,49200000000	48,02500000000	0,38200000000	33,75800000000	17,19700000000	5,22300000000	0,38200000000	0,89200000000	14,65000000000	6,75200000000	79,65517241380	2,06896551724	18,27586206900
Lužice	377	98,40000000000	370	44	55	46	41	18	77	25	12	14	7	31	12	1	2	0	0	0	2	0	3	0	0	2	0	0	0	0	1	0	0	3	0	3	0	1	0	0	0	1	15,81000000000	0,93500000000	18,08700000000	42,17800000000	40,81700000000	46,31400000000	0,28800000000	30,06100000000	22,69000000000	10,03200000000	0,71900000000	1,36600000000	14,74300000000	7,01200000000	83,84476534300	3,97111913357	12,18411552350
Malá Vrbka	47	100,00000000000	47	9	8	5	7	1	10	0	0	1	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32,19000000000	0,00000000000	49,00000000000	40,94500000000	37,57100000000	47,50000000000	1,00000000000	27,00000000000	24,50000000000	4,00000000000	0,00000000000	0,00000000000	14,00000000000	5,00000000000	86,30136986300	1,36986301370	12,32876712330
Mikulčice	250	100,00000000000	250	37	28	34	35	8	45	11	5	10	11	26	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	7	0	2	0	0	2	0	15,40000000000	0,10600000000	18,55400000000	40,17300000000	38,82600000000	47,36800000000	0,21300000000	33,17400000000	22,96700000000	8,18700000000	0,31900000000	1,27600000000	15,41700000000	8,02800000000	83,42175066310	3,97877984085	12,59946949600
Milotice	235	99,57000000000	234	18	19	20	100	7	24	11	3	8	7	17	3	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	7	0	0	0	0	14,64000000000	0,54000000000	41,77000000000	39,45600000000	37,75600000000	46,35700000000	0,10800000000	39,39600000000	21,31700000000	4,37100000000	0,37800000000	1,02500000000	15,00300000000	6,90800000000	81,02372034960	2,74656679151	16,22971285890
Moravany	114	100,00000000000	114	10	7	9	20	11	12	12	1	9	6	17	8	0	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	17,62000000000	0,67800000000	34,73500000000	43,13100000000	40,56700000000	47,08300000000	0,27100000000	41,65500000000	13,43300000000	3,93500000000	0,67800000000	1,08500000000	13,70400000000	6,51300000000	84,56140350880	3,50877192982	11,92982456140
Moravský Písek	276	99,28000000000	274	31	50	21	80	17	33	13	5	4	3	17	7	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15,86000000000	0,19100000000	28,94700000000	41,05200000000	39,41500000000	43,97100000000	0,38300000000	36,02900000000	18,75600000000	5,78900000000	0,19100000000	1,10000000000	16,07700000000	6,74600000000	85,52472858870	1,56815440290	12,90711700840
Mutěnice	441	98,87000000000	436	29	49	31	144	36	47	26	7	21	14	32	5	0	0	1	0	2	4	0	2	2	0	0	0	0	1	0	0	2	0	5	0	3	1	1	0	0	1	2	14,71000000000	0,86500000000	42,15500000000	39,87000000000	38,25200000000	46,37100000000	0,41900000000	35,59500000000	18,20200000000	5,83500000000	0,25100000000	1,56300000000	15,38200000000	7,78900000000	81,97424892700	3,21888412017	14,80686695280
Násedlovice	115	99,13000000000	114	6	24	7	28	2	23	3	2	5	4	10	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	16,64000000000	0,85000000000	51,09200000000	40,91500000000	38,72100000000	43,68900000000	0,00000000000	39,32000000000	19,17500000000	3,76200000000	0,24300000000	1,82000000000	13,47100000000	6,18900000000	86,70520231210	2,60115606936	10,69364161850
